Image,Betelgeuse_X,Betelgeuse_Y,Bellatrix_X,Bellatrix_Y,Distance_Pixels
IMG20250104213759_BURST010.jpg,422.00064,321.998848,488.500224,839.999488,489.20755822013035
IMG20250104213759_BURST011.jpg,422.00064,334.49984,494.49984,846.000128,486.59624874910554
IMG20250104213759_BURST012.jpg,428.00025600000004,342.99904,497.998848,861.499392,498.01432029969413
IMG20250104213759_BURST014.jpg,432.50073599999996,360.501248,500.499456,877.99808,486.1404851631042
IMG20250104213759_BURST015.jpg,436.50048,366.501888,501.50092800000004,881.000448,449.71207861076465
IMG20250104213759_BURST016.jpg,436.50048,376.999936,501.000192,888.999936,446.142619962276
IMG20250104213759_BURST017.jpg,443.498496,391.999488,508.49894400000005,901.500928,434.1086962874635
IMG20250104213759_BURST018.jpg,443.999232,398.000128,506.999808,909.500416,448.4212133904571
IMG20250104213759_BURST019.jpg,445.00070400000004,405.999616,510.999552,913.498112,438.99400019925315
IMG20250104213759_BURST021.jpg,451.00032,426.999808,516.5015040000001,935.501824,436.40501628761234
IMG20250104213759_BURST022.jpg,451.99871999999993,433.999872,519.499776,939.999232,433.5524306106434
IMG20250104213759_BURST023.jpg,448.49971199999993,442.499072,520.501248,950.001664,434.3728244018773
IMG20250104213759_BURST024.jpg,458.49907199999996,454.500352,524.998656,959.000576,442.05133839492277
IMG20250104213759_BURST025.jpg,462.498816,461.500416,523.4995200000001,967.499776,442.26765611798976
IMG20250104213759_BURST027.jpg,464.999424,483.00032,531.001344,981.000192,429.95872509407945
IMG20250104213759_BURST028.jpg,465.50016,493.498368,538.500096,994.000896,414.48027871746774
IMG20250104213759_BURST029.jpg,479.49926400000004,495.0016,536.500224,1004.498944,435.1625413112152
IMG20250104213759_BURST030.jpg,474.50111999999996,507.998208,539.4984959999999,1009.000448,434.9846074889598
IMG20250104213759_BURST032.jpg,471.499776,526.000128,542.49984,1025.998848,427.6180153755289
IMG20250104213759_BURST034.jpg,478.998528,546.500608,544.4997119999999,1038.999552,441.7479954562602
IMG20250104213759_BURST035.jpg,485.49888000000004,549.998592,547.9987199999999,1050.001408,429.8653518660021
IMG20250104213759_BURST037.jpg,487.49875199999997,574.001152,555.500544,1063.501824,428.1455064438003
IMG20250104213759_BURST039.jpg,491.000832,590.000128,560.498688,1086.001152,443.0912309868956
IMG20250104213759_BURST040.jpg,496.49971199999993,598.499328,560.999424,1088.0,443.28977271510627
IMG20250104213759_BURST041.jpg,499.50105599999995,608.50176,565.499904,1099.501568,425.7057376763977
IMG20250104213759_BURST042.jpg,501.000192,619.999232,563.500032,1108.000768,1624.1037380823125
IMG20250104213759_BURST043.jpg,501.000192,627.499008,565.499904,1114.001408,428.9709685657428
IMG20250104213759_BURST044.jpg,503.00006399999995,634.499072,568.0005120000001,1117.999104,439.51335617926065
IMG20250104213759_BURST045.jpg,506.999808,642.998272,570.998784,1128.001536,439.7552868284596
IMG20250104213759_BURST047.jpg,513.50016,661.999616,576.500736,1144.500224,429.50909231860777
IMG20250104213759_BURST048.jpg,510.498816,667.500544,581.001216,1160.4992,431.6456969947786
IMG20250104213759_BURST049.jpg,510.999552,676.999168,581.4988800000001,1158.00064,426.24366916993745
IMG20250105224134_BURST000_COVER.jpg,361.500672,1287.499776,394.500096,1735.999488,424.52396889378923
IMG20250105231344_BURST000_COVER.jpg,453.000192,1756.99968,501.50092800000004,2200.498176,375.5577262034344
IMG20250105231344_BURST001.jpg,466.000896,1773.498368,497.000448,2206.498816,364.62382333614227
IMG20250105231344_BURST002.jpg,458.49907199999996,1768.001536,499.99871999999993,2214.498304,358.6869030281134
IMG20250105231344_BURST003.jpg,472.000512,1779.99872,501.50092800000004,2218.000384,363.38685614792945
IMG20250105231344_BURST004.jpg,468.501504,1793.499136,503.50079999999997,2228.498432,363.9975911442417
IMG20250105231344_BURST007.jpg,468.000768,1818.001408,514.999296,2248.998912,352.1914415185541
IMG20250105231344_BURST009.jpg,477.49939199999994,1833.00096,512.001024,2266.001408,355.7942860395463
IMG20250105231344_BURST010.jpg,474.50111999999996,1836.998656,511.50028800000007,2277.49888,360.1465732654343
IMG20250105231344_BURST011.jpg,476.00025600000004,1843.499008,515.500032,2283.999232,361.4509854993384
IMG20250105231344_BURST012.jpg,476.998656,1860.001792,518.00064,2288.001024,363.5440525315984
IMG20250105231344_BURST014.jpg,489.49862400000006,1885.999104,524.500992,2298.998784,356.54244299715606
IMG20250105231344_BURST015.jpg,491.000832,1877.499904,529.0014719999999,2311.000064,363.0889264619043
IMG20250105231344_BURST016.jpg,486.500352,1882.001408,528.0,2315.001856,453.00598901633884
IMG20250105231344_BURST017.jpg,485.49888000000004,1893.49888,528.0,2318.999552,442.7147889655228
IMG20250105231344_BURST019.jpg,489.49862400000006,1906.499584,533.9996160000001,2346.000384,447.82647582633047
IMG20250105231344_BURST021.jpg,493.50144,1923.497984,538.500096,2351.0016,438.7698256813509
IMG20250105231344_BURST022.jpg,499.00032,1933.000704,536.500224,2359.5008,447.9360699436275
IMG20250105231344_BURST023.jpg,499.00032,1929.998336,541.999104,2370.998272,444.7199911418934
IMG20250105231344_BURST025.jpg,503.00006399999995,1947.500544,547.9987199999999,2388.50048,442.87165647950206
IMG20250105231344_BURST026.jpg,511.50028800000007,1962.500096,543.501312,2387.001344,438.2895714303379
IMG20250105231344_BURST027.jpg,509.500416,1964.998656,2094.9995519999998,2317.000704,434.76082068390303
IMG20250105231344_BURST028.jpg,510.498816,1974.501376,545.998848,2402.000896,460.98885685974
IMG20250105231344_BURST029.jpg,513.50016,1979.498496,555.500544,2417.000448,445.46125191859915
IMG20250105231344_BURST030.jpg,511.50028800000007,1983.000576,556.0012800000001,2420.498432,440.7265850757844
IMG20250105231344_BURST031.jpg,512.999424,1998.000128,554.499072,2425.499648,450.03629924994453
IMG20250105231344_BURST032.jpg,512.498688,2003.501056,555.500544,2432.999424,433.88122064977966
IMG20250105231344_BURST033.jpg,517.499904,2013.499392,556.0012800000001,2438.00064,441.21186151028746
IMG20250105231344_BURST034.jpg,526.0001279999999,2024.501248,555.500544,2447.998976,435.8142901232941
IMG20250105231344_BURST035.jpg,527.499264,2019.500032,570.5011199999999,2462.498816,445.2601392313203
IMG20250105231344_BURST036.jpg,527.499264,2026.999808,562.49856,2460.99968,431.8391243789508
IMG20250105231344_BURST037.jpg,522.5011199999999,2039.5008,561.50016,2472.001536,435.641760404548
IMG20250105231344_BURST038.jpg,523.4995200000001,2055.499776,565.499904,2483.99872,437.21962682724933
IMG20250105231344_BURST039.jpg,523.4995200000001,2051.497984,566.99904,2482.999296,442.56750257605165
IMG20250105231344_BURST040.jpg,526.9985280000001,2048.0,570.0003839999999,2498.998272,437.28643228284045
IMG20250105231344_BURST041.jpg,531.001344,2073.001984,573.499392,2500.501504,439.79871038489125
IMG20250105231344_BURST043.jpg,533.001216,2085.49888,576.0,2516.50048,439.8441474597457
IMG20250105231344_BURST044.jpg,533.9996160000001,2085.998592,579.999744,2524.99968,452.060412515386
IMG20250105231344_BURST045.jpg,541.000704,2095.0016,585.4986240000001,2537.00096,433.17907493390163
IMG20250105231344_BURST046.jpg,539.4984959999999,2100.498432,591.000576,2533.998592,430.7000635494866
IMG20250105231344_BURST047.jpg,549.000192,2119.000064,582.500352,2552.000512,432.48796437750013
IMG20250115212139_BURST001.jpg,213.50092800000002,1030.00064,326.501376,1493.999616,430.62437094207127
IMG20250115212139_BURST002.jpg,215.50080000000003,1033.998336,334.500864,1502.998528,426.78654794263906
IMG20250115212139_BURST003.jpg,220.498944,1049.001984,337.999872,1512.001536,429.40772636054174
IMG20250115212139_BURST004.jpg,225.50016,1057.001472,339.001344,1523.499008,426.1752742904743
IMG20250115212139_BURST005.jpg,224.00102399999997,1069.498368,348.499968,1531.498496,430.65167999153385
IMG20250115212139_BURST006.jpg,228.501504,1079.001088,345.00096,1528.999936,433.3750054677235
IMG20250115212139_BURST008.jpg,239.499264,1094.00064,357.99859200000003,1552.498688,429.9400454450182
IMG20250115212139_BURST011.jpg,249.99935999999997,1116.499968,366.001152,1562.50112,432.52322468233115
IMG20250115212139_BURST012.jpg,249.99935999999997,1121.001472,365.500416,1578.000384,434.80566942043043
IMG20250115212139_BURST013.jpg,252.49996800000002,1124.999168,366.001152,1579.49952,446.5603702652585
IMG20250115212139_BURST014.jpg,254.49984,1135.0016,368.999424,1592.999936,548.5434356307894
IMG20250115212139_BURST015.jpg,257.50118399999997,1140.998144,377.499648,1598.500864,548.8562590871443
IMG20250115212139_BURST016.jpg,254.49984,1157.500928,372.501504,1604.001792,541.9287557366532
IMG20250115212139_BURST017.jpg,274.999296,1159.999488,385.49913599999996,1609.998336,540.622753605956
IMG20250115212139_BURST018.jpg,261.99859200000003,1166.49984,380.500992,1620.000768,547.4351051429372
IMG20250115212139_BURST019.jpg,270.49881600000003,1181.999104,393.49862400000006,1626.001408,537.8808443663248
IMG20250115212139_BURST021.jpg,274.999296,1188.999168,395.498496,1638.998016,544.9500843204469
IMG20250115212139_BURST022.jpg,280.998912,1194.999808,393.49862400000006,1649.999872,529.1332465874565
IMG20250115212139_BURST023.jpg,285.499392,1206.001664,399.000576,1657.99936,536.7176410745169
IMG20250115212139_BURST025.jpg,292.50048,1220.501504,403.50105599999995,1674.498048,532.4200184683181
IMG20250115212139_BURST026.jpg,298.500096,1234.00192,403.50105599999995,1675.501568,526.7803464108158
IMG20250115212139_BURST027.jpg,291.99974399999996,1235.501056,418.000896,1691.000832,537.7532334901617
IMG20250115212139_BURST028.jpg,289.00147200000004,1242.001408,418.000896,1699.999744,532.4200184683182
IMG20250115212139_BURST030.jpg,304.499712,1265.000448,424.998912,1707.49952,533.9473520627946
IMG20250115212139_BURST031.jpg,314.00140799999997,1272.000512,416.999424,1709.498368,522.9314759891571
IMG20250115212139_BURST032.jpg,311.5008,1279.500288,426.998784,1725.50144,525.225723834388
IMG20250115212139_BURST035.jpg,318.49881600000003,1296.9984,435.001344,1745.498112,526.8424507028096
IMG20250115212139_BURST036.jpg,324.000768,1307.500544,441.00095999999996,1763.00032,525.1755485512757
IMG20250115212139_BURST037.jpg,330.000384,1320.501248,444.49996799999997,1762.000896,522.2517187263079
IMG20250115212139_BURST038.jpg,335.49926400000004,1337.99936,451.50105599999995,1769.500672,522.0106767129694
IMG20250115212139_BURST039.jpg,334.99852799999996,1329.999872,448.49971199999993,1770.500096,526.5180158057636
IMG20250115212139_BURST040.jpg,337.00147200000004,1339.998208,453.99859200000003,1778.499584,520.8289993024241
IMG20250115212139_BURST041.jpg,347.000832,1352.998912,446.49984,1787.998208,522.5101324497981
IMG20250115212139_BURST042.jpg,343.49875199999997,1364.000768,458.00140799999997,1792.499712,515.5620681625065
IMG20250115212139_BURST044.jpg,347.999232,1372.499968,462.999552,1806.999552,513.3164458139637
IMG20250115212139_BURST046.jpg,353.000448,1382.998016,468.501504,1819.000832,515.4885193223332
IMG20250115212139_BURST047.jpg,355.501056,1387.999232,470.50137599999994,1827.500032,505.39878501118125
IMG20250115212139_BURST048.jpg,362.00140799999997,1410.998272,472.998912,1843.499008,513.1620862574525
IMG20250115212139_BURST049.jpg,360.4992,1405.001728,476.500992,1842.999296,514.3792764184514
IMG20250115215412_BURST000_COVER.jpg,408.49920000000003,1500.499968,526.0001279999999,1938.00192,514.5597776054922
IMG20250115215412_BURST001.jpg,407.50079999999997,1509.49888,528.0,1935.499264,509.1293072377056
IMG20250115215412_BURST002.jpg,411.500544,1514.999808,529.4991359999999,1947.000832,506.8824593079409
IMG20250115215412_BURST004.jpg,418.99929599999996,1533.001728,529.9998720000001,1957.49888,508.30341729481745
IMG20250115215412_BURST006.jpg,421.499904,1543.000064,543.501312,1974.001664,503.2146224975791
IMG20250115215412_BURST007.jpg,428.500992,1559.998464,547.501056,1988.501504,508.488607531949
IMG20250115215412_BURST008.jpg,429.49939199999994,1559.998464,547.00032,1986.998272,508.60661504165796
IMG20250115215412_BURST010.jpg,439.001088,1580.498944,549.998592,2004.50048,503.67212953123806
IMG20250115215412_BURST011.jpg,441.00095999999996,1586.499584,556.99968,2005.499904,501.63102877255506
IMG20250115215412_BURST015.jpg,447.99897599999997,1606.00064,572.000256,2049.998848,506.3732446347447
IMG20250115215412_BURST016.jpg,453.50092800000004,1615.499264,577.0014719999999,2043.498496,425.53027590930685
IMG20250115215412_BURST017.jpg,456.49920000000003,1626.50112,574.9985280000001,2050.998272,428.11525594096946
IMG20250115215412_BURST019.jpg,454.499328,1642.000384,583.9994879999999,2073.001984,429.9109731699305
IMG20250115215412_BURST020.jpg,464.999424,1649.999872,579.499008,2068.50048,423.9498127978915
IMG20250115215412_BURST021.jpg,464.00102400000003,1651.99872,582.500352,2076.99968,425.9315128279625
IMG20250115215412_BURST023.jpg,478.998528,1673.998336,593.501184,2094.501888,427.9687347848335
IMG20250115215412_BURST024.jpg,477.49939199999994,1675.001856,602.001408,2102.501376,425.1278240026059
IMG20250115215412_BURST025.jpg,491.000832,1687.998464,597.500928,2106.499072,421.26285886472067
IMG20250115215412_BURST026.jpg,483.499008,1698.000896,604.498944,2116.501504,428.51435526961416
IMG20250115215412_BURST027.jpg,489.00095999999996,1699.00032,601.500672,2121.498624,426.9698410836747
IMG20250115215412_BURST029.jpg,495.501312,1712.001024,610.000896,2139.500544,425.7010114749187
IMG20250115215412_BURST030.jpg,497.501184,1726.500864,617.499648,2147.00032,419.16175022468485
IMG20250115215412_BURST032.jpg,505.500672,1740.00128,620.500992,2164.498432,421.8067682014195
IMG20250115215412_BURST033.jpg,508.99968,1741.000704,625.9998720000001,2164.998144,422.3977195210198
IMG20250115215412_BURST034.jpg,508.49894400000005,1739.001856,635.000832,2173.001728,418.9155864973621
IMG20250115215412_BURST035.jpg,517.499904,1759.49824,625.4991359999999,2178.998272,427.01659254065527
IMG20250115215412_BURST036.jpg,522.998784,1770.000384,643.501056,2183.499776,422.39771952101955
IMG20250115215412_BURST037.jpg,519.499776,1771.999232,635.999232,2188.500992,419.50941518228836
IMG20250115215412_BURST038.jpg,522.5011199999999,1782.501376,641.000448,2196.50048,421.40279758001503
IMG20250115215412_BURST039.jpg,528.500736,1794.998272,643.501056,2205.999104,424.11934221213266
IMG20250115215412_BURST040.jpg,528.0,1799.999488,641.998848,2213.998592,419.63545467681854
IMG20250115215412_BURST042.jpg,539.999232,1807.499264,648.999936,2219.49952,420.95293135863693
IMG20250115215412_BURST043.jpg,541.999104,1818.50112,651.500544,2234.998784,419.5545724606079
IMG20250115215412_BURST044.jpg,539.000832,1814.99904,656.999424,2232.000512,424.53105996354265
IMG20250115215412_BURST046.jpg,543.501312,1840.500736,662.99904,2253.500416,421.76048223007086
IMG20250115215412_BURST047.jpg,555.500544,1841.50016,668.500992,2259.001344,424.07213617159334
IMG20250115215412_BURST048.jpg,557.500416,1842.999296,670.0001279999999,2262.99904,425.1992171460004
IMG20250115215412_BURST049.jpg,549.998592,1849.99936,673.9998720000001,2278.998016,417.118460989578
IMG20250116203344_BURST000_COVER.jpg,178.000896,160.50176,244.50047999999998,704.999424,436.44546027252545
IMG20250116203344_BURST001.jpg,180.000768,171.999232,249.00096000000002,716.500992,425.2454196501788
IMG20250116203344_BURST003.jpg,184.000512,194.998272,260.499456,731.500544,429.6552259116582
IMG20250116203344_BURST005.jpg,195.999744,212.000768,258.499584,748.998656,427.8930737112754
IMG20250116203344_BURST006.jpg,202.500096,221.499392,268.00128,765.001728,432.34166663824885
IMG20250116203344_BURST007.jpg,197.001216,234.000384,261.50092800000004,768.0,432.11691496076054
IMG20250116203344_BURST008.jpg,199.498752,243.499008,268.99968,783.998976,439.0296478219011
IMG20250116203344_BURST010.jpg,201.99935999999997,265.498624,268.00128,790.499328,434.1628522314193
IMG20250116203344_BURST011.jpg,203.000832,270.999552,274.000896,803.00032,426.0766771210395
IMG20250116203344_BURST012.jpg,209.998848,284.499968,274.49856,812.998656,432.2842714201194
IMG20250116203344_BURST013.jpg,211.99872,298.999808,278.99904,821.501952,428.36665709735763
IMG20250116203344_BURST014.jpg,216.49919999999997,298.999808,284.00025600000004,832.499712,432.3505833091022
IMG20250116203344_BURST015.jpg,216.49919999999997,312.500224,280.998912,840.998912,432.0123805341899
IMG20250116203344_BURST017.jpg,220.00128,329.998336,292.50048,859.000832,429.0117210708358
IMG20250116203344_BURST019.jpg,230.99903999999998,356.499456,295.001088,875.49952,429.5131691545666
IMG20250116203344_BURST020.jpg,229.499904,362.000384,295.999488,882.999296,423.894072715178
IMG20250116203344_BURST021.jpg,232.00051200000001,370.999296,295.49875199999997,894.001152,431.90573190736995
IMG20250116203344_BURST023.jpg,238.99852799999996,386.998272,301.000704,908.500992,430.8035321328029
IMG20250116203344_BURST024.jpg,240.0,398.49984,306.499584,916.50048,424.53562723272586
IMG20250116203344_BURST025.jpg,242.500608,410.50112,311.00006399999995,927.997952,425.8841902332389
IMG20250116203344_BURST026.jpg,241.99987199999998,414.998528,314.49907199999996,936.501248,424.9802728658355
IMG20250116203344_BURST027.jpg,245.49887999999999,426.000384,312.4992,942.501888,425.9927308151435
IMG20250116203344_BURST028.jpg,247.001088,434.999296,315.500544,952.999936,427.3244134026343
IMG20250116203344_BURST029.jpg,253.99910400000002,446.001152,314.49907199999996,958.001152,429.80946696090155
IMG20250116203344_BURST031.jpg,260.499456,467.001344,322.999296,976.498688,431.5657507870221
IMG20250116203344_BURST032.jpg,257.50118399999997,475.000832,321.50016,986.50112,431.62430573835286
IMG20250116203344_BURST033.jpg,263.5008,483.500032,322.000896,985.501696,429.2097905130624
IMG20250116203344_BURST034.jpg,263.00006399999995,492.498944,332.00025600000004,1001.00096,438.96802366383565
IMG20250116203344_BURST035.jpg,264.99993600000005,501.501952,332.00025600000004,1011.499008,433.39655498738074
IMG20250116203344_BURST036.jpg,262.499328,508.502016,334.500864,1017.99936,428.476765932721
IMG20250116203344_BURST038.jpg,270.001152,527.499264,338.500608,1031.999488,439.02167547971766
IMG20250116203344_BURST039.jpg,276.999168,542.498816,343.49875199999997,1045.000192,428.2666805814024
IMG20250116203344_BURST040.jpg,280.50124800000003,550.998016,346.500096,1054.998528,433.66620712543425
IMG20250116203344_BURST042.jpg,280.50124800000003,568.500224,345.498624,1067.49952,435.933940518563
IMG20250116203344_BURST043.jpg,282.998784,578.49856,357.50092800000004,1081.499648,433.5028368480494
IMG20250116203344_BURST045.jpg,287.49926400000004,590.999552,351.998976,1095.499776,436.8705484420215
IMG20250116203344_BURST046.jpg,290.500608,601.501696,362.49907199999996,1100.00128,433.39655498738074
IMG20250116203344_BURST047.jpg,291.99974399999996,611.999744,360.001536,1109.000192,434.0086592366175
IMG20250116203344_BURST049.jpg,302.49984,632.500224,364.99968,1135.0016,432.89529450399783
IMG20250117232801_BURST000_COVER.jpg,833.998848,1514.500096,792.4992,1938.00192,436.3741237975071
IMG20250117232801_BURST001.jpg,837.000192,1519.501312,794.4990720000001,1945.501696,443.0003487337418
IMG20250117232801_BURST002.jpg,833.998848,1525.501952,793.500672,1953.501184,431.79185312617165
IMG20250117232801_BURST003.jpg,827.000832,1538.998272,791.998464,1961.500672,436.70151166278134
IMG20250117232801_BURST004.jpg,833.000448,1544.4992,792.4992,1968.500736,433.22499810724406
IMG20250117232801_BURST005.jpg,835.99872,1550.999552,794.999808,1976.999936,431.2953726760834
IMG20250117232801_BURST006.jpg,839.5008,1563.500544,796.99968,1986.49856,434.15878134128627
IMG20250117232801_BURST008.jpg,833.998848,1580.498944,795.500544,1999.998976,430.4179783672408
IMG20250117232801_BURST009.jpg,837.000192,1580.998656,795.500544,2007.498752,438.8340739928154
IMG20250117232801_BURST010.jpg,836.499456,1590.001664,795.500544,2014.998528,436.1716271932769
IMG20250117232801_BURST011.jpg,837.000192,1599.500288,798.999552,2023.501824,438.5378180248102
IMG20250117232801_BURST012.jpg,837.000192,1608.998912,794.4990720000001,2026.000384,441.83927220789246
IMG20250117232801_BURST013.jpg,837.5009279999999,1614.999552,798.498816,2034.999296,442.9464839572254
IMG20250117232801_BURST014.jpg,838.499328,1623.498752,798.498816,2043.998208,448.3837777694363
IMG20250117232801_BURST015.jpg,839.0000640000001,1630.498816,798.999552,2047.500288,432.5752100606204
IMG20250117232801_BURST016.jpg,835.99872,1632.002048,800.001024,2057.498624,438.9136535242531
IMG20250117232801_BURST017.jpg,840.001536,1643.49952,800.001024,2063.998976,439.79702859602486
IMG20250117232801_BURST018.jpg,842.999808,1655.5008,802.000896,2073.001984,440.20459636684444
IMG20250117232801_BURST019.jpg,842.999808,1664.0,802.999296,2083.500032,436.73578649414736
IMG20250117232801_BURST020.jpg,840.9999359999999,1666.49856,804.0007679999999,2089.00096,439.4096975267271
IMG20250117232801_BURST021.jpg,844.00128,1679.998976,806.99904,2097.999872,448.4454760089954
IMG20250117232801_BURST022.jpg,844.4989439999999,1683.001344,804.0007679999999,2102.001664,436.7892484801291
IMG20250117232801_BURST025.jpg,842.999808,1705.00096,801.50016,2122.498048,442.05860157185106
IMG20250117232801_BURST026.jpg,844.4989439999999,1714.999296,808.5012479999999,2138.001408,439.4100505755736
IMG20250117232801_BURST028.jpg,844.99968,1728.499712,806.501376,2148.499456,442.31639165625324
IMG20250117232801_BURST029.jpg,842.0014080000001,1734.00064,805.499904,2156.498944,442.55835538541794
IMG20250117232801_BURST031.jpg,846.999552,1747.001344,808.998912,2170.499072,441.56361624418355
IMG20250117232801_BURST032.jpg,850.000896,1761.501184,808.0005120000001,2176.499712,438.9580478051634
IMG20250117232801_BURST037.jpg,848.498688,1789.001728,808.998912,2211.500032,443.5547453912066
IMG20250117232801_BURST038.jpg,845.5004159999999,1798.00064,810.000384,2220.998656,428.4661511405459
IMG20250117232801_BURST039.jpg,846.001152,1808.9984,811.4995200000001,2231.001088,442.0700494732133
IMG20250117232801_BURST041.jpg,846.498816,1826.000896,812.500992,2246.500352,446.59920455700444
IMG20250117232801_BURST042.jpg,846.498816,1832.501248,812.0002559999999,2253.000704,444.23742794470445
IMG20250117232801_BURST043.jpg,848.001024,1837.498368,812.500992,2259.501056,441.62899018025166
IMG20250117232801_BURST044.jpg,856.5012479999999,1848.000512,814.5008640000001,2261.499904,447.15416717811456
IMG20250117232801_BURST045.jpg,852.999168,1853.50144,810.9987839999999,2269.499392,440.3259205329217
IMG20250117232801_BURST046.jpg,848.498688,1857.998848,812.998656,2281.00096,447.40546670696745
IMG20250117232801_BURST047.jpg,848.498688,1863.999488,816.0,2288.500736,447.5786903096051
IMG20250117232801_BURST048.jpg,850.000896,1874.00192,813.4993920000001,2294.001664,449.3259332311933
IMG20250117232801_BURST049.jpg,850.49856,1883.000832,814.5008640000001,2300.502016,450.5140723588292
IMG20250117235554_BURST001.jpg,854.501376,1915.998208,817.9998720000001,2338.500608,451.8596146429403
IMG20250117235554_BURST002.jpg,852.999168,1921.998848,817.4991359999999,2345.00096,448.20605538551183
IMG20250117235554_BURST003.jpg,856.998912,1932.500992,821.0012160000001,2350.501888,448.8227059877848
IMG20250117235554_BURST004.jpg,858.000384,1940.000768,823.4987520000001,2363.498496,454.47646848067217
IMG20250117235554_BURST006.jpg,855.4997759999999,1956.499456,821.0012160000001,2370.998272,449.52357099785485
IMG20250117235554_BURST007.jpg,860.0002559999999,1958.998016,820.5004799999999,2381.500416,454.60187247387177
IMG20250117235554_BURST008.jpg,858.9987839999999,1974.001664,823.4987520000001,2393.001984,437.8068707973538
IMG20250117235554_BURST009.jpg,857.499648,1972.998144,819.499008,2398.998528,451.1354945034025
IMG20250117235554_BURST010.jpg,858.9987839999999,1982.500864,823.001088,2405.998592,454.1857537124326
IMG20250117235554_BURST013.jpg,857.499648,2002.501632,823.001088,2428.502016,478.0307323865874
IMG20250117235554_BURST014.jpg,859.4995200000001,2012.499968,823.4987520000001,2429.50144,475.5099967185568
IMG20250117235554_BURST015.jpg,856.998912,2021.49888,829.999104,2450.501632,475.5408779870986
IMG20250117235554_BURST016.jpg,860.500992,2029.99808,823.001088,2451.501056,474.02920739599983
IMG20250117235554_BURST017.jpg,863.4992639999999,2036.498432,825.00096,2457.001984,474.00390802565653
IMG20250117235554_BURST019.jpg,860.998656,2048.499712,823.9994879999999,2472.001536,483.10381526180475
IMG20250117235554_BURST020.jpg,862.5008640000001,2055.999488,829.000704,2478.501888,472.5617719692522
IMG20250117235554_BURST022.jpg,862.5008640000001,2069.499904,827.4984959999999,2491.998208,483.5165756166656
IMG20250117235554_BURST023.jpg,862.5008640000001,2076.000256,829.50144,2504.4992,474.00679469624833
IMG20250117235554_BURST025.jpg,862.9985280000001,2095.501312,829.000704,2516.50048,471.5666071148588
IMG20250117235554_BURST026.jpg,865.4991359999999,2101.501952,830.49984,2524.499968,470.53757877623235
IMG20250117235554_BURST027.jpg,864.5007360000001,2104.500224,827.4984959999999,2531.999744,468.003169067621
IMG20250117235554_BURST028.jpg,864.5007360000001,2117.001216,831.998976,2540.998656,472.49923732160005
IMG20250117235554_BURST030.jpg,868.5004799999999,2130.501632,832.499712,2556.502016,473.50591929023744
IMG20250117235554_BURST031.jpg,867.001344,2134.499328,833.998848,2564.501504,465.51529537452365
IMG20250117235554_BURST032.jpg,870.500352,2144.50176,838.499328,2573.000704,470.5802012449886
IMG20250117235554_BURST033.jpg,869.4988800000001,2153.00096,835.99872,2577.498112,455.0618524130117
IMG20250117235554_BURST034.jpg,869.4988800000001,2156.498944,837.5009279999999,2583.998464,467.5106901739482
IMG20250117235554_BURST035.jpg,868.5004799999999,2168.500224,834.4995840000001,2589.499392,466.5147770681974
