Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,4,12.322555672425654,0.030836536045742047,1457.260009765625,1.162019,0.43787920475006104,0.2772256135940552
Aldebaran,4,11.045587393592996,0.007223392020021355,1575.12451171875,1.1958256,0.4272363781929016,0.284731388092041
Aldebaran,4,9.885108825195541,0.020027706918960032,1424.156982421875,1.1318421,0.4652751088142395,0.2824486494064331
Aldebaran,4,11.376878291399976,0.013311517707850279,1431.880859375,1.1949806,0.4393908381462097,0.2808968126773834
Aldebaran,4,12.343280445210798,0.029264843936800625,1491.72802734375,1.1318133,0.4229724705219269,0.2862458825111389
Aldebaran,4,11.083430278253473,0.00865196576645392,1503.9456787109375,1.1938113,0.4032050371170044,0.2880151867866516
Aldebaran,4,11.637727032523213,0.021413125544650736,1531.4404296875,1.1690483,0.4334715008735657,0.28235334157943726
Aldebaran,4,12.38333267836024,0.03547755914752174,1273.918701171875,1.1616979,0.4388417899608612,0.2826506793498993
Aldebaran,4,11.11399970182452,0.00970215678647383,1625.05615234375,1.1219255,0.46138453483581543,0.28155866265296936
Aldebaran,4,12.03721025659685,0.024401906135866767,1498.591064453125,1.1908203,0.4283742904663086,0.2835228145122528
Aldebaran,4,12.500528262869265,0.04144602586776986,1646.3018798828125,1.139244,0.3966163396835327,0.2841061055660248
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,5,12.112178067939233,0.013857592409892821,1497.4981689453125,1.1537051,0.3880784213542938,0.3105391561985016
Aldebaran,5,13.921764526578588,0.054638866385812154,1237.0521240234375,1.1681159,0.3846462070941925,0.3042837381362915
Aldebaran,5,13.254358181778088,0.0414575798689491,1312.063232421875,1.0969743,0.4221719205379486,0.31174367666244507
Aldebaran,5,13.568156165249414,0.05470041356660847,1194.9019775390625,1.2519679,0.40049004554748535,0.306435227394104
Aldebaran,5,13.00554491803813,0.03924414755444732,1539.1019287109375,1.1528924,0.4317138195037842,0.30579856038093567
Aldebaran,5,12.341814004452159,0.022905950973163218,1459.493896484375,1.1695126,0.4028623402118683,0.315970778465271
Aldebaran,5,12.951779151517808,0.034866426269007,1608.8671875,1.157498,0.4303016662597656,0.3050086796283722
Aldebaran,5,13.469011510646395,0.04556086161455647,1314.1500244140625,1.1409259,0.42376965284347534,0.3100360333919525
Aldebaran,5,13.333975462992404,0.043677317335320695,1488.860595703125,1.1381398,0.40439528226852417,0.3082279562950134
Aldebaran,5,9.746359150319636,0.01893611708097362,1355.27392578125,1.1158737,0.4240391254425049,0.3116626739501953
Aldebaran,5,12.985750068787397,0.04661208448782134,1594.59814453125,1.0510201,0.3971861004829407,0.30673646926879883
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,6,15.444322605351434,0.08743221518703319,1231.304443359375,1.1938527,0.3533099293708801,0.33331915736198425
Aldebaran,6,16.19057570923398,0.13444081582470427,1391.353515625,1.1634339,0.3098251521587372,0.33359819650650024
Aldebaran,6,14.83857971868925,0.06608655358850807,1464.986083984375,1.1699913,0.3629032373428345,0.33117055892944336
Aldebaran,6,14.802768859314892,0.06098609893994063,1083.6513671875,1.2182007,0.3364792466163635,0.33796215057373047
Aldebaran,6,15.33029822499809,0.07014036625014014,1298.166015625,1.176245,0.370544970035553,0.33712083101272583
Aldebaran,6,14.620366582586042,0.0582769750711879,1475.3896484375,1.2187319,0.34985363483428955,0.34053632616996765
Aldebaran,6,14.722671248874448,0.05818273689290976,1397.15185546875,1.1610595,0.374416321516037,0.33953148126602173
Aldebaran,6,11.48813732517867,0.0540338508146477,1338.703369140625,1.296698,0.37752780318260193,0.33680200576782227
Aldebaran,6,14.335647604262125,0.052330775392640916,1268.1571044921875,1.1527224,0.398928165435791,0.3330604135990143
Aldebaran,6,13.912709270835506,0.04422831826255075,1442.9300537109375,1.1435579,0.3914892077445984,0.3370932638645172
Aldebaran,6,13.773612280886624,0.03304474631595224,1614.85302734375,1.2308121,0.3196166753768921,0.3561704754829407
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,7,16.704127344393438,0.04762154981690517,1653.916259765625,1.4446721,0.25495392084121704,0.35488590598106384
Aldebaran,7,18.585046495824013,0.12259608006486421,1434.33935546875,1.3599782,0.2546953856945038,0.3585222661495209
Aldebaran,7,14.614385946368621,0.11600926051982696,1185.029296875,1.2728924,0.27736973762512207,0.36364269256591797
Aldebaran,7,17.652630846566627,0.09515860793957633,1486.8145751953125,1.3189958,0.21151287853717804,0.3591266870498657
Aldebaran,7,17.91197405973631,0.11426018961280168,1402.050048828125,1.2401735,0.22505810856819153,0.35863614082336426
Aldebaran,7,17.83473075649789,0.11040483624244801,1542.661376953125,1.1077739,0.24129851162433624,0.35293668508529663
Aldebaran,7,17.690108273283002,0.1062038243631838,1605.5224609375,1.2181598,0.24093937873840332,0.3565819561481476
Aldebaran,7,18.525823421437096,0.11809297550097302,1570.16015625,1.1312859,0.2198152244091034,0.3611365854740143
Aldebaran,7,18.313257442004506,0.12412095935101905,1337.20751953125,1.1631708,0.22385108470916748,0.3618708848953247
Aldebaran,7,17.026258732837544,0.06714861572525645,1495.0072021484375,1.2234962,0.25026991963386536,0.3588709831237793
Aldebaran,7,18.17976839922266,0.10557642387999458,1528.6612548828125,1.0620211,0.23698267340660095,0.3591092526912689
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,8,19.413404163878177,0.09994588801373383,1523.1240234375,1.2308464,0.16284766793251038,0.3215106129646301
Aldebaran,8,20.59023523370459,0.16702687606762623,1573.0421142578125,1.4198954,0.21004562079906464,0.3246905207633972
Aldebaran,8,19.78855208470976,0.1245279489289943,1515.9150390625,1.162088,0.16800065338611603,0.3162698745727539
Aldebaran,8,20.58632607712875,0.17084518220937864,1648.823974609375,1.0992903,0.18829157948493958,0.31860092282295227
Aldebaran,8,19.87329965709827,0.14104177454912306,1684.685302734375,1.3318595,0.21992838382720947,0.3253566026687622
Aldebaran,8,21.891995542170314,0.2927269922006505,1424.25,1.5735018,0.1850011944770813,0.31896263360977173
Aldebaran,8,21.051217662217486,0.20958228386912114,1526.8935546875,1.2814082,0.199848473072052,0.3175491392612457
Aldebaran,8,22.32996684399858,0.21305744826741785,1530.9495849609375,1.2920252,0.19571316242218018,0.31712406873703003
Aldebaran,8,15.695962072272398,0.1422065283305107,1365.415283203125,1.251694,0.2100941389799118,0.3162200152873993
Aldebaran,8,21.52559777766429,0.2121454021423767,1488.303955078125,1.3338251,0.17174671590328217,0.3200319707393646
Aldebaran,8,18.48503444236089,0.06324126648643713,1410.5709228515625,1.1721091,0.16564473509788513,0.31716838479042053
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,9,19.306322297352303,0.16223683496162483,1487.4918212890625,1.3248636,0.15067094564437866,0.3023257851600647
Aldebaran,9,21.391640868518717,0.18944211953902768,1718.6107177734375,1.5178188,0.13964781165122986,0.30731338262557983
Aldebaran,9,22.90233676630226,0.2921837180312756,1376.314697265625,1.2722106,0.13316527009010315,0.320977121591568
Aldebaran,9,23.651214478583025,0.3113178055608811,1497.839599609375,1.567412,0.12622374296188354,0.3060248792171478
Aldebaran,9,18.08707539513843,0.3104105057179261,1419.150146484375,1.6506028,0.19453494250774384,0.30600324273109436
Aldebaran,9,22.8693747960297,0.30204181306834826,1539.6968994140625,1.3755054,0.13934557139873505,0.30737707018852234
Aldebaran,9,20.907102380349176,0.14062477567910045,1593.164306640625,1.1918658,0.149795264005661,0.31075403094291687
Aldebaran,9,21.476459761125177,0.19376829918978422,1853.61181640625,1.339172,0.196842223405838,0.3048292100429535
Aldebaran,9,23.43539372372509,0.3086604229800672,1404.9622802734375,1.2508917,0.14532001316547394,0.2990165948867798
Aldebaran,9,21.55034902543276,0.21999682366292211,1652.1536865234375,1.8505089,0.1517723649740219,0.30191388726234436
Aldebaran,9,19.54462766654978,0.08303155540811707,1637.356201171875,1.1414732,0.12092702090740204,0.31413108110427856
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,10,20.646851073564058,0.25130976817621337,1573.9989013671875,1.2597755,0.15390928089618683,0.314807653427124
Aldebaran,10,22.08860282447387,0.21069816955016735,1632.998779296875,1.4563589,0.1362808346748352,0.3252599835395813
Aldebaran,10,23.23279405925216,0.27715323013635346,1276.1475830078125,1.1081135,0.16947521269321442,0.3136655390262604
Aldebaran,10,18.342127637982525,0.2557573038366499,1526.019775390625,1.3941603,0.20339515805244446,0.3147197365760803
Aldebaran,10,21.626472702423044,0.14958278628647348,1911.51416015625,1.300915,0.19776789844036102,0.3145614266395569
Aldebaran,10,22.308057853062337,0.19582094108462667,1415.3851318359375,1.4140811,0.13589631021022797,0.31581592559814453
Aldebaran,10,21.579993806860088,0.17427483303838034,1291.736572265625,1.4962626,0.12409260123968124,0.32404088973999023
Aldebaran,10,21.40286835092243,0.24202677929779937,1465.30712890625,1.3055711,0.11685580015182495,0.32349443435668945
Aldebaran,10,22.476470913627608,0.2522067696120173,1539.6788330078125,1.3227552,0.12867772579193115,0.32599756121635437
Aldebaran,10,23.503231717429607,0.3267919861810455,1701.130615234375,1.1534932,0.16453668475151062,0.31637078523635864
Aldebaran,10,23.136462301146743,0.24033077784735052,1636.5791015625,1.0781398,0.11677844822406769,0.31373751163482666
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,11,22.515878500340822,0.23036429082921506,1479.0859375,1.4171647,0.1470118910074234,0.3195251524448395
Aldebaran,11,21.10152095564073,0.15596453064739302,1457.527587890625,1.2925863,0.14373472332954407,0.31884458661079407
Aldebaran,11,23.31052484804457,0.30033156521701415,1676.150146484375,1.5368961,0.15711645781993866,0.3224106431007385
Aldebaran,11,20.294818117903763,0.20227029982344646,1484.5157470703125,1.3824959,0.1250462830066681,0.3291551172733307
Aldebaran,11,23.814021474754956,0.287761008564291,1440.1575927734375,1.2454838,0.14670459926128387,0.314209908246994
Aldebaran,11,22.790250395879184,0.2742149763661651,1537.3316650390625,1.2425531,0.12787911295890808,0.3188117444515228
Aldebaran,11,16.659114634988686,0.1593530921859021,1631.794189453125,1.3870405,0.15376415848731995,0.3192405104637146
Aldebaran,11,21.480828189114412,0.19307139442245413,1412.3251953125,1.3202827,0.11209437251091003,0.3200012743473053
Aldebaran,11,24.534532357080163,0.40207801889181716,1451.9075927734375,1.3473687,0.13694728910923004,0.32148459553718567
Aldebaran,11,21.21221577773676,0.22622637940553764,1730.231201171875,1.3071908,0.20685426890850067,0.3215480446815491
Aldebaran,11,19.94045036168254,0.08293261690228383,1943.83447265625,1.4049823,0.11482676863670349,0.32965922355651855
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,12,24.41499625024803,0.41429435372761914,1483.39453125,1.3391734,0.16367481648921967,0.40878772735595703
Aldebaran,12,17.023439535615555,0.1729769909100379,1405.7152099609375,1.2137412,0.1904539167881012,0.40904608368873596
Aldebaran,12,21.93336011930156,0.19038776120803202,1704.74169921875,1.3226415,0.18985426425933838,0.4082587659358978
Aldebaran,12,19.624035558081747,0.1394929937978372,1567.94384765625,1.33329,0.14915329217910767,0.4085555374622345
Aldebaran,12,23.117008265914915,0.25035318760240693,1392.6134033203125,1.2465043,0.13979503512382507,0.40856584906578064
Aldebaran,12,22.964226799856146,0.2483959926818823,1646.45703125,1.4140418,0.15640775859355927,0.41070523858070374
Aldebaran,12,20.4007800012928,0.12222166111761244,1783.445556640625,1.2903124,0.15492263436317444,0.4081539511680603
Aldebaran,12,24.566685553555384,0.40892198119422846,1333.859130859375,1.2196777,0.19096696376800537,0.4121071398258209
Aldebaran,12,22.926549472279394,0.2827084886481716,1274.5299072265625,1.2504772,0.13894107937812805,0.41097360849380493
Aldebaran,12,23.362380949150158,0.31887039324204725,1479.011474609375,1.3090464,0.14735355973243713,0.4106995761394501
Aldebaran,12,23.470119395293317,0.28072265942706337,1685.377685546875,1.1485217,0.1352922022342682,0.4080820083618164
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,13,21.41353892297327,0.24810895996741358,1583.650634765625,1.2902151,0.12428684532642365,0.36687421798706055
Aldebaran,13,24.715798791984202,0.33332684203491647,1688.4912109375,1.2975774,0.18199901282787323,0.3539547324180603
Aldebaran,13,23.78141546849093,0.32444401942939693,1659.657470703125,1.33461,0.1065465658903122,0.35591453313827515
Aldebaran,13,22.319246609395208,0.3588068806747356,1601.609130859375,1.4245731,0.14971864223480225,0.35389456152915955
Aldebaran,13,21.988160496476176,0.16308175556660204,1694.4072265625,1.340519,0.0971844494342804,0.3568868637084961
Aldebaran,13,23.332205490806903,0.2741435454434039,1977.3641357421875,1.3621984,0.20675024390220642,0.35830801725387573
Aldebaran,13,21.661976372036584,0.20701298198915674,1499.463134765625,1.6636653,0.12009356915950775,0.35652703046798706
Aldebaran,13,23.22361284422847,0.297147778439287,1477.7601318359375,1.3381441,0.11806660890579224,0.3598579466342926
Aldebaran,13,21.795232072991734,0.25831830368599407,1534.978515625,1.5417473,0.13569146394729614,0.3620493412017822
Aldebaran,13,18.24215012702283,0.24743593256838795,1540.57470703125,1.180324,0.1910874843597412,0.35223013162612915
Aldebaran,13,23.084986624395484,0.2476566380445271,2193.05615234375,1.042828,0.11613643914461136,0.3565881550312042
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,14,20.030415670300506,0.20670957932687722,1585.5955810546875,1.567315,0.19254979491233826,0.3968794047832489
Aldebaran,14,20.912537044348408,0.19690894625776575,1595.594482421875,1.3673542,0.12709476053714752,0.3834356963634491
Aldebaran,14,21.60347652265112,0.2541182688278092,1751.14501953125,1.3875878,0.14231979846954346,0.3895367980003357
Aldebaran,14,22.151529466894686,0.27897559045442466,1430.057373046875,1.2514654,0.11656160652637482,0.39628416299819946
Aldebaran,14,22.79926349849017,0.3245752608226238,1481.2677001953125,1.4227521,0.16389331221580505,0.3921287953853607
Aldebaran,14,23.534759683253313,0.31900388981949124,1407.114501953125,1.0921334,0.13992974162101746,0.3831987977027893
Aldebaran,14,18.792868606176178,0.35196764893437826,1375.079833984375,1.6319143,0.17979329824447632,0.39834681153297424
Aldebaran,14,21.89795160326672,0.2498322093453727,1537.856689453125,1.4032571,0.1672067642211914,0.40088585019111633
Aldebaran,14,19.608911283943552,0.07719765153809738,1320.2080078125,1.1149579,0.12015672028064728,0.385628342628479
Aldebaran,14,21.998944022829434,0.24839195983064916,1605.001953125,1.4269124,0.15850520133972168,0.4004359543323517
Aldebaran,14,20.471678081518554,0.25114892255714555,1616.168212890625,1.0855618,0.14764638245105743,0.3905017673969269
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,15,20.02313745505937,0.10062301033933002,1698.7742919921875,1.6188918,0.12107852101325989,0.37096431851387024
Aldebaran,15,22.92223993349807,0.25346820590518343,1652.86083984375,1.4871976,0.14430445432662964,0.35991668701171875
Aldebaran,15,22.546031474556894,0.3554401697253115,1573.6302490234375,1.2494555,0.12814471125602722,0.349388062953949
Aldebaran,15,22.956771590243587,0.29813157360960896,1628.3223876953125,1.321247,0.12716978788375854,0.36139848828315735
Aldebaran,15,22.321571428921395,0.3027545400681231,1621.7900390625,1.4957136,0.1508347988128662,0.36289384961128235
Aldebaran,15,22.342704218702,0.2456647034918733,1655.634765625,1.1808523,0.18914861977100372,0.3514114022254944
Aldebaran,15,23.291523171502774,0.35189484794545905,1529.0394287109375,1.732087,0.16758066415786743,0.3607162535190582
Aldebaran,15,22.620759662862056,0.3922241799658053,1296.2650146484375,1.4120722,0.15141770243644714,0.3540911078453064
Aldebaran,15,23.672174903611833,0.37629348584515876,1436.035888671875,1.5812122,0.13687443733215332,0.3572228252887726
Aldebaran,15,21.46801975483637,0.20975452506004494,1696.3448486328125,1.3874226,0.12864071130752563,0.37893834710121155
Aldebaran,15,11.233647604215012,0.11047394776213826,1760.330810546875,1.2248592,0.21270324289798737,0.3512013852596283
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,16,21.14561731594347,0.2526626984845418,1636.159912109375,1.2203662,0.1477402150630951,0.4079553782939911
Aldebaran,16,22.320946450751705,0.23189760983612934,1540.204833984375,1.1006364,0.13323736190795898,0.4246087074279785
Aldebaran,16,23.141800104282996,0.2844861703030816,1858.94921875,1.3521876,0.22187012434005737,0.3981119692325592
Aldebaran,16,22.220522110220653,0.2244439907000883,1477.4307861328125,1.1795115,0.11411631107330322,0.4022789001464844
Aldebaran,16,16.293445129802933,0.2893652727354731,1743.26904296875,1.1807894,0.20957514643669128,0.4014773964881897
Aldebaran,16,20.266526145989946,0.11125191262144754,1570.8902587890625,1.1002212,0.11214164644479752,0.4040260314941406
Aldebaran,16,22.10552299313766,0.24779643554639352,1467.70068359375,1.2993501,0.13889513909816742,0.40359336137771606
Aldebaran,16,20.94276451558751,0.13380513398550342,1615.7596435546875,1.287963,0.14189746975898743,0.40268272161483765
Aldebaran,16,21.862535759265764,0.2192098693720499,1697.6240234375,1.5527724,0.1491813063621521,0.4093743562698364
Aldebaran,16,24.822020196056037,0.3844257426648929,1428.399658203125,1.201358,0.16802355647087097,0.3979802131652832
Aldebaran,16,21.04461928888963,0.14842608983933117,1753.884033203125,1.0247028,0.12373334914445877,0.4335259795188904
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,17,16.216898689083234,0.1675832794159488,1574.48828125,1.5449833,0.2047056257724762,0.3504275679588318
Aldebaran,17,20.360447301899605,0.23977057653998923,1357.937744140625,1.2436757,0.18116964399814606,0.3460466265678406
Aldebaran,17,21.50117961150293,0.20207834113689346,1680.1263427734375,1.0745697,0.18715162575244904,0.35163894295692444
Aldebaran,17,22.165830275578642,0.24755010894678553,1661.679931640625,1.1936572,0.1469295769929886,0.34744855761528015
Aldebaran,17,22.106763380303228,0.31919080516610215,1464.199462890625,1.3307664,0.14782299101352692,0.353677898645401
Aldebaran,17,20.494451950005043,0.13024858566473527,1720.41845703125,1.3824646,0.136866495013237,0.3520963490009308
Aldebaran,17,22.086390608366816,0.2877868277763915,1483.51513671875,1.3316369,0.1462872326374054,0.3480894863605499
Aldebaran,17,23.301638735713983,0.37235538132050316,1304.650146484375,1.1275504,0.14423540234565735,0.3529250919818878
Aldebaran,17,21.451342958402755,0.204814116669935,1562.44189453125,1.5767413,0.15454573929309845,0.351290762424469
Aldebaran,17,21.87916623768728,0.26751016540789196,1453.270263671875,1.4611012,0.14509105682373047,0.35125696659088135
Aldebaran,17,20.088715866916445,0.13798586671412716,1510.562255859375,1.0754061,0.13773325085639954,0.3455163538455963
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,18,21.041420063795027,0.14386349273136698,1566.736572265625,1.4327079,0.14032752811908722,0.32472148537635803
Aldebaran,18,22.221772538330214,0.2585770907560256,1477.38818359375,1.4468521,0.12999826669692993,0.3431144952774048
Aldebaran,18,17.82263423063591,0.28508219047553984,1870.793701171875,1.2248573,0.20378749072551727,0.3199402391910553
Aldebaran,18,21.380548644268828,0.22709247242425915,1613.149169921875,1.3111871,0.20070409774780273,0.32733651995658875
Aldebaran,18,22.38160698223195,0.23934797426862234,1722.5728759765625,1.4240894,0.12235212326049805,0.32310375571250916
Aldebaran,18,23.49819840526214,0.30523057956552835,1590.159912109375,1.4045943,0.11078223586082458,0.32762372493743896
Aldebaran,18,22.299615813219212,0.23805670365549328,1623.2138671875,1.5390836,0.12147406488656998,0.331533282995224
Aldebaran,18,20.94268209322997,0.1496618838953099,1740.7891845703125,1.4308703,0.14227433502674103,0.33104556798934937
Aldebaran,18,21.56409940427456,0.2020049112661416,1613.0084228515625,1.5333492,0.15473338961601257,0.3351767659187317
Aldebaran,18,20.215344203093437,0.23439629618201463,1652.524169921875,1.5193372,0.14254531264305115,0.3243289291858673
Aldebaran,18,24.324879220328672,0.3879562415036637,1973.3466796875,1.0886233,0.151828333735466,0.3257259130477905
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,19,21.85840509044409,0.24156407375485142,1688.89990234375,1.181561,0.18607363104820251,0.38426175713539124
Aldebaran,19,20.16330896284388,0.32356658866482213,1571.28271484375,1.446572,0.1745607554912567,0.4133727252483368
Aldebaran,19,23.27764769659694,0.33945296365940525,1638.7899169921875,1.3551074,0.14178544282913208,0.39205196499824524
Aldebaran,19,22.08898506347182,0.2548044059211842,1737.6015625,1.5056626,0.14647987484931946,0.3944484293460846
Aldebaran,19,21.51671504200937,0.18117648679877668,1573.59765625,1.418051,0.16473008692264557,0.38458961248397827
Aldebaran,19,16.084547807540844,0.12574464576237077,1537.875732421875,1.2702645,0.18127129971981049,0.39035993814468384
Aldebaran,19,22.11419928365259,0.26834609612206217,1351.36865234375,1.5470393,0.11915042251348495,0.3958114981651306
Aldebaran,19,24.97828717670003,0.45507760384348067,1436.06298828125,1.6535515,0.1796015352010727,0.3948267996311188
Aldebaran,19,21.318144466914976,0.1920058222449709,1516.96435546875,1.3524529,0.14661836624145508,0.39050260186195374
Aldebaran,19,21.775669141778707,0.26595327500512483,1524.3720703125,1.5770798,0.14156875014305115,0.3948639929294586
Aldebaran,19,24.652515946487103,0.453290468852681,1297.6749267578125,1.1742364,0.20740970969200134,0.4118177592754364
Object,Epoch,PSNR,SSIM,FID,Inception_Score,LPIPS,Confidence
Aldebaran,20,21.206773678150764,0.2764493675089006,1723.0155029296875,1.8312984,0.16692602634429932,0.3473914861679077
Aldebaran,20,20.163352039070716,0.2481507940498092,1679.3746337890625,1.6004411,0.1702026128768921,0.34877341985702515
Aldebaran,20,16.27123487266286,0.16261248757997082,1682.2554931640625,1.5047865,0.21856175363063812,0.3467143476009369
Aldebaran,20,21.926031059527496,0.26268403778354626,1435.802001953125,1.4454774,0.14205226302146912,0.3474363684654236
Aldebaran,20,24.069899066490745,0.44213505468719194,1406.126953125,1.2344246,0.17061054706573486,0.34778061509132385
Aldebaran,20,21.295386455717015,0.23680656742383915,1657.6173095703125,1.493685,0.1507975459098816,0.35919544100761414
